500000,18,16.25,2.622425
1000000,18,16.25,5.399796
100,24,156,0.00029
1000,24,156,0.003367
2000,24,156,0.007125
5000,24,156,0.006983
10000,24,156,0.041008
20000,24,156,0.08723
50000,24,156,0.242539
100000,24,156,0.510717
200000,24,156,1.096546
500000,24,156,2.981548
1000000,24,156,6.452626
100,24,156,0.000281
1000,24,156,0.003223
2000,24,156,0.007151
5000,24,156,0.00702
10000,24,156,0.040648
20000,24,156,0.085312
50000,24,156,0.239228
100000,24,156,0.515201
200000,24,156,1.091566
500000,24,156,2.926688
1000000,24,156,6.201893
100,24,156,0.000285
1000,24,156,0.003336
2000,24,156,0.007325
5000,24,156,0.007151
10000,24,156,0.042495
20000,24,156,0.087757
50000,24,156,0.242313
100000,24,156,0.525615
200000,24,156,1.097171
500000,24,156,2.93483
1000000,24,156,6.267854
100,24,156,0.000301
1000,24,156,0.003671
2000,24,156,0.007729
5000,24,156,0.007512
10000,24,156,0.04289
20000,24,156,0.091125
50000,24,156,0.242851
100000,24,156,0.512546
200000,24,156,1.097136
500000,24,156,2.983231
1000000,24,156,6.334715
100,24,156,0.000286
1000,24,156,0.00325
2000,24,156,0.007283
5000,24,156,0.007232
10000,24,156,0.041981
20000,24,156,0.090085
50000,24,156,0.240295
100000,24,156,0.494364
200000,24,156,1.065554
500000,24,156,2.938313
1000000,24,156,6.326545
100,24,156,0.000532
1000,24,156,0.003875
2000,24,156,0.009752
5000,24,156,0.007634
10000,24,156,0.041116
20000,24,156,0.088149
50000,24,156,0.23398
100000,24,156,0.508703
200000,24,156,1.099922
500000,24,156,3.166766
1000000,24,156,6.4737
100,24,156,0.000281
1000,24,156,0.003484
2000,24,156,0.007765
5000,24,156,0.007521
10000,24,156,0.044082
20000,24,156,0.09064
50000,24,156,0.257395
100000,24,156,0.511139
200000,24,156,1.10082
500000,24,156,3.040997
1000000,24,156,6.536844
100,24,156,0.00028
1000,24,156,0.003562
2000,24,156,0.006963
5000,24,156,0.006907
10000,24,156,0.040987
20000,24,156,0.088274
50000,24,156,0.23944
100000,24,156,0.508225
200000,24,156,1.082242
500000,24,156,2.999324
1000000,24,156,6.536925
100,24,156,0.000303
1000,24,156,0.003208
2000,24,156,0.008757
5000,24,156,0.009824
10000,24,156,0.042823
20000,24,156,0.089397
50000,24,156,0.241754
100000,24,156,0.510563
200000,24,156,1.083198
500000,24,156,2.973961
1000000,24,156,6.492254
100,24,156,0.000301
1000,24,156,0.003281
2000,24,156,0.007315
5000,24,156,0.007613
10000,24,156,0.040833
20000,24,156,0.087182
50000,24,156,0.246312
100000,24,156,0.502112
200000,24,156,1.118853
500000,24,156,3.029363
1000000,24,156,6.563658
100,24,21.75,0.000338
1000,24,21.75,0.003772
2000,24,21.75,0.007945
5000,24,21.75,0.007258
10000,24,21.75,0.041275
20000,24,21.75,0.086121
50000,24,21.75,0.237691
100000,24,21.75,0.49228
200000,24,21.75,1.057645
500000,24,21.75,2.851131
1000000,24,21.75,6.057112
100,24,21.75,0.000286
1000,24,21.75,0.003271
2000,24,21.75,0.006837
5000,24,21.75,0.007148
10000,24,21.75,0.040982
20000,24,21.75,0.085735
50000,24,21.75,0.233626
100000,24,21.75,0.486909
200000,24,21.75,1.04936
500000,24,21.75,2.824801
1000000,24,21.75,6.063462
100,24,21.75,0.000306
1000,24,21.75,0.003409
2000,24,21.75,0.006567
5000,24,21.75,0.006409
10000,24,21.75,0.039793
20000,24,21.75,0.084395
50000,24,21.75,0.231096
100000,24,21.75,0.485992
200000,24,21.75,1.030915
500000,24,21.75,2.790938
1000000,24,21.75,6.007906
100,24,21.75,0.00028
1000,24,21.75,0.003301
2000,24,21.75,0.006329
5000,24,21.75,0.006347
10000,24,21.75,0.039665
20000,24,21.75,0.080427
50000,24,21.75,0.223902
100000,24,21.75,0.492482
200000,24,21.75,1.012372
500000,24,21.75,2.756876
1000000,24,21.75,6.070982
100,24,21.75,0.000299
1000,24,21.75,0.003347
2000,24,21.75,0.006966
5000,24,21.75,0.006985
10000,24,21.75,0.03947
20000,24,21.75,0.083589
50000,24,21.75,0.229898
100000,24,21.75,0.482727
200000,24,21.75,1.03564
500000,24,21.75,2.823232
1000000,24,21.75,6.021248
100,24,21.75,0.000279
1000,24,21.75,0.002978
2000,24,21.75,0.006666
5000,24,21.75,0.007073
10000,24,21.75,0.038384
20000,24,21.75,0.080531
50000,24,21.75,0.226649
100000,24,21.75,0.483021
200000,24,21.75,1.034184
500000,24,21.75,2.794801
1000000,24,21.75,6.051864
100,24,21.75,0.00028
1000,24,21.75,0.003367
2000,24,21.75,0.007346
5000,24,21.75,0.007014
10000,24,21.75,0.039808
20000,24,21.75,0.085757
50000,24,21.75,0.234042
100000,24,21.75,0.489157
200000,24,21.75,1.044161
500000,24,21.75,2.799279
1000000,24,21.75,6.020207
100,24,21.75,0.000278
1000,24,21.75,0.003321
2000,24,21.75,0.007127
5000,24,21.75,0.007195
10000,24,21.75,0.040896
20000,24,21.75,0.09101
50000,24,21.75,0.240944
100000,24,21.75,0.496723
200000,24,21.75,1.061995
500000,24,21.75,2.827083
1000000,24,21.75,6.039978
100,24,21.75,0.000294
1000,24,21.75,0.00339
2000,24,21.75,0.006508
5000,24,21.75,0.006187
10000,24,21.75,0.038447
20000,24,21.75,0.080326
50000,24,21.75,0.218086
100000,24,21.75,0.477989
200000,24,21.75,0.986228
500000,24,21.75,2.642597
1000000,24,21.75,5.652119
100,24,21.75,0.000238
1000,24,21.75,0.002933
2000,24,21.75,0.007303
5000,24,21.75,0.00733
10000,24,21.75,0.041642
20000,24,21.75,0.075456
50000,24,21.75,0.20816
100000,24,21.75,0.453199
200000,24,21.75,0.992973
500000,24,21.75,2.673839
1000000,24,21.75,5.620453
100,24,90,0.000297
1000,24,90,0.003325
2000,24,90,0.007337
5000,24,90,0.007368
10000,24,90,0.039382
20000,24,90,0.039508
50000,24,90,0.223974
100000,24,90,0.490284
200000,24,90,1.019399
500000,24,90,2.72729
1000000,24,90,5.71475
100,24,90,0.000402
1000,24,90,0.003354
2000,24,90,0.006926
5000,24,90,0.006943
10000,24,90,0.03972
20000,24,90,0.039537
50000,24,90,0.227781
100000,24,90,0.4819
200000,24,90,1.015702
500000,24,90,2.78674
1000000,24,90,5.932941
100,24,90,0.000368
1000,24,90,0.003257
2000,24,90,0.00751
5000,24,90,0.006964
10000,24,90,0.042818
20000,24,90,0.040174
50000,24,90,0.254682
100000,24,90,0.52365
200000,24,90,1.100638
500000,24,90,3.009775
1000000,24,90,6.445327
100,24,90,0.000345
1000,24,90,0.003683
2000,24,90,0.007248
5000,24,90,0.006922
10000,24,90,0.04125
20000,24,90,0.041043
50000,24,90,0.242991
100000,24,90,0.535519
200000,24,90,1.133316
500000,24,90,3.118509
1000000,24,90,7.001959
100,24,90,0.000354
1000,24,90,0.003403
2000,24,90,0.007526
5000,24,90,0.007485
10000,24,90,0.045667
20000,24,90,0.046196
50000,24,90,0.267885
100000,24,90,0.552199
200000,24,90,1.253475
500000,24,90,3.302762
1000000,24,90,6.807413
100,24,90,0.000331
1000,24,90,0.003202
2000,24,90,0.007011
5000,24,90,0.007336
10000,24,90,0.042443
20000,24,90,0.04117
50000,24,90,0.255094
100000,24,90,0.564981
200000,24,90,1.221473
500000,24,90,3.422817
1000000,24,90,7.094776
100,24,90,0.000299
1000,24,90,0.003614
2000,24,90,0.007043
5000,24,90,0.006777
10000,24,90,0.045271
20000,24,90,0.044059
50000,24,90,0.254803
100000,24,90,0.583583
200000,24,90,1.206647
500000,24,90,3.364126
1000000,24,90,7.123777
100,24,90,0.000336
1000,24,90,0.003343
2000,24,90,0.00707
5000,24,90,0.007534
10000,24,90,0.044029
20000,24,90,0.044544
50000,24,90,0.268237
100000,24,90,0.569556
200000,24,90,1.277163
500000,24,90,3.451812
1000000,24,90,7.592566
100,24,90,0.00034
1000,24,90,0.003395
2000,24,90,0.007384
5000,24,90,0.00715
10000,24,90,0.046112
20000,24,90,0.046454
50000,24,90,0.270983
100000,24,90,0.592318
200000,24,90,1.233985
500000,24,90,3.47604
1000000,24,90,7.446356
100,24,90,0.000381
1000,24,90,0.003581
2000,24,90,0.007611
5000,24,90,0.007529
10000,24,90,0.045597
20000,24,90,0.045043
50000,24,90,0.276253
100000,24,90,0.600199
200000,24,90,1.304752
500000,24,90,3.499609
1000000,24,90,7.373642
100,24,50,0.000546
1000,24,50,0.003906
2000,24,50,0.008771
5000,24,50,0.015176
10000,24,50,0.054557
20000,24,50,0.061269
50000,24,50,0.379918
100000,24,50,0.858694
200000,24,50,1.833998
500000,24,50,5.383423
1000000,24,50,11.659834
100,24,50,0.000679
1000,24,50,0.004172
2000,24,50,0.008687
5000,24,50,0.008543
10000,24,50,0.058462
20000,24,50,0.076237
50000,24,50,0.368975
100000,24,50,0.85736
200000,24,50,1.896625
500000,24,50,3.909314
1000000,24,50,7.232393
100,24,50,0.000422
1000,24,50,0.003757
2000,24,50,0.007665
5000,24,50,0.007373
10000,24,50,0.046785
20000,24,50,0.04377
50000,24,50,0.288553
100000,24,50,0.545726
200000,24,50,1.168317
500000,24,50,3.259244
1000000,24,50,6.999206
100,24,50,0.000385
1000,24,50,0.003624
2000,24,50,0.007589
5000,24,50,0.007118
10000,24,50,0.044871
20000,24,50,0.04378
50000,24,50,0.262232
100000,24,50,0.57173
200000,24,50,1.192302
500000,24,50,3.39394
1000000,24,50,7.375219
100,24,50,0.00038
1000,24,50,0.003506
2000,24,50,0.00771
5000,24,50,0.007563
10000,24,50,0.046851
20000,24,50,0.046324
50000,24,50,0.280523
100000,24,50,0.597689
200000,24,50,1.304563
500000,24,50,3.612332
1000000,24,50,7.837981
100,24,50,0.000401
1000,24,50,0.003793
2000,24,50,0.00806
5000,24,50,0.008102
10000,24,50,0.046797
20000,24,50,0.294997
50000,24,50,0.667197
100000,24,50,1.378533
200000,24,50,1.896625
500000,24,50,5.283539
1000000,24,50,10.73223
100,24,50,0.000501
1000,24,50,0.003671
2000,24,50,0.007496
5000,24,50,0.007786
10000,24,50,0.04742
20000,24,50,0.047595
50000,24,50,0.286128
100000,24,50,0.60623
200000,24,50,1.346408
500000,24,50,3.81041
1000000,24,50,9.040177
100,24,50,0.000356
1000,24,50,0.003569
2000,24,50,0.007783
5000,24,50,0.007598
10000,24,50,0.047513
20000,24,50,0.046831
50000,24,50,0.28341
100000,24,50,0.634929
200000,24,50,1.324624
500000,24,50,6.022291
1000000,24,50,8.024117
100,24,50,0.000354
1000,24,50,0.003398
2000,24,50,0.007772
5000,24,50,0.007293
10000,24,50,0.04607
20000,24,50,0.046935
50000,24,50,0.283544
100000,24,50,0.602654
200000,24,50,1.310992
500000,24,50,3.687248
1000000,24,50,7.736702
100,24,50,0.000388
1000,24,50,0.003532
2000,24,50,0.008137
5000,24,50,0.007727
10000,24,50,0.050622
20000,24,50,0.051508
50000,24,50,0.308762
100000,24,50,0.62048
200000,24,50,1.322779
500000,24,50,3.671549
1000000,24,50,8.253352
100,18,67.5,0.0005
1000,18,67.5,0.003241
2000,18,67.5,0.007061
5000,18,67.5,0.006882
10000,18,67.5,0.040396
20000,18,67.5,0.039831
50000,18,67.5,0.235199
100000,18,67.5,0.514097
200000,18,67.5,1.06676
500000,18,67.5,2.934155
1000000,18,67.5,6.393174
100,18,67.5,0.000336
1000,18,67.5,0.003267
2000,18,67.5,0.007221
5000,18,67.5,0.007451
10000,18,67.5,0.040695
20000,18,67.5,0.041968
50000,18,67.5,0.236856
100000,18,67.5,0.528628
200000,18,67.5,1.1491
500000,18,67.5,3.187923
1000000,18,67.5,7.011053
100,18,67.5,0.000353
1000,18,67.5,0.003419
2000,18,67.5,0.007087
5000,18,67.5,0.007341
10000,18,67.5,0.046672
20000,18,67.5,0.04459
50000,18,67.5,0.278404
100000,18,67.5,0.592694
200000,18,67.5,1.294887
500000,18,67.5,3.737921
1000000,18,67.5,8.019591
100,18,67.5,0.000352
1000,18,67.5,0.003473
2000,18,67.5,0.007512
5000,18,67.5,0.007661
10000,18,67.5,0.048458
20000,18,67.5,0.049119
50000,18,67.5,0.291402
100000,18,67.5,0.61962
200000,18,67.5,1.362001
500000,18,67.5,3.790885
1000000,18,67.5,8.032046
100,18,67.5,0.000372
1000,18,67.5,0.004201
2000,18,67.5,0.008379
5000,18,67.5,0.00824
10000,18,67.5,0.04988
20000,18,67.5,0.050291
50000,18,67.5,0.301137
100000,18,67.5,0.769228
200000,18,67.5,1.437952
500000,18,67.5,3.812907
1000000,18,67.5,8.111701
100,18,67.5,0.000357
1000,18,67.5,0.003383
2000,18,67.5,0.007548
5000,18,67.5,0.04787
10000,18,67.5,0.045564
20000,18,67.5,0.300134
50000,18,67.5,0.658994
100000,18,67.5,1.510906
200000,18,67.5,0.04459
500000,18,67.5,3.928561
1000000,18,67.5,8.310063
100,18,67.5,0.000377
1000,18,67.5,0.003434
2000,18,67.5,0.007547
5000,18,67.5,0.007654
10000,18,67.5,0.049707
20000,18,67.5,0.051038
50000,18,67.5,0.303496
100000,18,67.5,0.652486
200000,18,67.5,1.41398
500000,18,67.5,3.88537
1000000,18,67.5,8.36334
100,18,67.5,0.000366
1000,18,67.5,0.004271
2000,18,67.5,0.008235
5000,18,67.5,0.008207
10000,18,67.5,0.048728
20000,18,67.5,0.048485
50000,18,67.5,0.300713
100000,18,67.5,0.636871
200000,18,67.5,1.47508
500000,18,67.5,3.90862
1000000,18,67.5,8.213732
100,18,67.5,0.000345
1000,18,67.5,0.003356
2000,18,67.5,0.007575
5000,18,67.5,0.007596
10000,18,67.5,0.047697
20000,18,67.5,0.046733
50000,18,67.5,0.29
100000,18,67.5,0.637576
200000,18,67.5,1.373778
500000,18,67.5,3.818476
1000000,18,67.5,8.084129
100,18,67.5,0.000366
1000,18,67.5,0.003657
2000,18,67.5,0.00761
5000,18,67.5,0.008666
10000,18,67.5,0.050622
20000,18,67.5,0.048654
50000,18,67.5,0.351274
100000,18,67.5,0.637825
200000,18,67.5,1.36339
500000,18,67.5,3.779772
1000000,18,67.5,8.102236
100,18,117,0.000372
1000,18,117,0.00356
2000,18,117,0.006734
5000,18,117,0.006439
10000,18,117,0.038156
20000,18,117,0.036934
50000,18,117,0.221644
100000,18,117,0.464554
200000,18,117,0.996327
500000,18,117,2.67551
1000000,18,117,5.66625
100,18,117,0.000336
1000,18,117,0.003311
2000,18,117,0.006889
5000,18,117,0.006714
10000,18,117,0.039481
20000,18,117,0.038873
50000,18,117,0.220698
100000,18,117,0.482034
200000,18,117,1.012259
500000,18,117,2.729844
1000000,18,117,6.052421
100,18,117,0.000436
1000,18,117,0.0032
2000,18,117,0.007174
5000,18,117,0.006996
10000,18,117,0.042819
20000,18,117,0.039987
50000,18,117,0.251928
100000,18,117,0.507843
200000,18,117,1.090909
500000,18,117,2.957852
1000000,18,117,6.361128
100,18,117,0.000322
1000,18,117,0.003225
2000,18,117,0.007233
5000,18,117,0.006559
10000,18,117,0.041042
20000,18,117,0.040613
50000,18,117,0.234895
100000,18,117,0.536759
200000,18,117,1.127745
500000,18,117,3.136475
1000000,18,117,6.836312
100,18,117,0.00036
1000,18,117,0.003278
2000,18,117,0.007946
5000,18,117,0.007234
10000,18,117,0.043799
20000,18,117,0.040371
50000,18,117,0.261816
100000,18,117,0.542466
200000,18,117,1.161001
500000,18,117,3.180086
1000000,18,117,6.756864
100,18,117,0.003311
1000,18,117,0.007231
2000,18,117,0.007314
5000,18,117,0.044457
10000,18,117,0.042895
20000,18,117,0.25339
50000,18,117,0.55446
100000,18,117,1.199353
200000,18,117,2.67551
500000,18,117,3.314879
1000000,18,117,7.133294
100,18,117,0.000412
1000,18,117,0.003414
2000,18,117,0.007145
5000,18,117,0.00724
10000,18,117,0.04404
20000,18,117,0.042042
50000,18,117,0.261579
100000,18,117,0.56275
200000,18,117,1.226209
500000,18,117,3.331403
1000000,18,117,7.037703
100,18,117,0.000498
1000,18,117,0.003502
2000,18,117,0.007365
5000,18,117,0.006928
10000,18,117,0.412532
20000,18,117,0.043151
50000,18,117,0.266663
100000,18,117,0.58296
200000,18,117,1.208023
500000,18,117,3.273086
1000000,18,117,7.224562
100,18,117,0.000349
1000,18,117,0.003399
2000,18,117,0.00735
5000,18,117,0.007149
10000,18,117,0.045021
20000,18,117,0.043754
50000,18,117,0.258456
100000,18,117,0.580268
200000,18,117,1.191171
500000,18,117,3.321475
1000000,18,117,7.137823
100,18,117,0.000356
1000,18,117,0.003404
2000,18,117,0.007203
5000,18,117,0.007081
10000,18,117,0.043759
20000,18,117,0.042244
50000,18,117,0.260676
100000,18,117,0.566146
200000,18,117,1.218418
500000,18,117,3.409812
1000000,18,117,7.11615
100,20,18,0.003231
1000,20,18,0.007167
2000,20,18,0.007188
5000,20,18,0.044326
10000,20,18,0.043336
20000,20,18,0.247228
50000,20,18,0.515001
100000,20,18,1.056396
200000,20,18,3.006901
500000,20,18,6.346438
1000000,20,18,0.000334
100,20,18,0.000336
1000,20,18,0.003226
2000,20,18,0.007169
5000,20,18,0.007163
10000,20,18,0.041563
20000,20,18,0.058108
50000,20,18,0.250364
100000,20,18,0.521948
200000,20,18,1.131467
500000,20,18,3.152426
1000000,20,18,6.739566
100,20,18,0.000345
1000,20,18,0.007337
2000,20,18,0.007167
5000,20,18,0.044945
10000,20,18,0.277587
20000,20,18,0.041573
50000,20,18,0.267658
100000,20,18,0.732659
200000,20,18,1.274357
500000,20,18,3.424234
1000000,20,18,7.538102
100,20,18,0.000383
1000,20,18,0.00376
2000,20,18,0.007463
5000,20,18,0.007113
10000,20,18,0.045347
20000,20,18,0.047718
50000,20,18,0.271187
100000,20,18,0.603163
200000,20,18,1.279357
500000,20,18,3.580604
1000000,20,18,7.722379
100,20,18,0.000342
1000,20,18,0.003436
2000,20,18,0.007869
5000,20,18,0.007573
10000,20,18,0.046946
20000,20,18,0.045715
50000,20,18,0.277587
100000,20,18,0.595052
200000,20,18,1.303604
500000,20,18,3.591487
1000000,20,18,7.891366
100,20,18,0.000343
1000,20,18,0.003482
2000,20,18,0.007711
5000,20,18,0.007511
10000,20,18,0.047718
20000,20,18,0.046314
50000,20,18,0.287139
100000,20,18,0.623276
200000,20,18,1.443917
500000,20,18,3.71922
1000000,20,18,8.201309
100,20,18,0.000357
1000,20,18,0.003565
2000,20,18,0.007747
5000,20,18,0.007817
10000,20,18,0.052086
20000,20,18,0.048712
50000,20,18,0.304368
100000,20,18,0.673075
200000,20,18,1.516988
500000,20,18,4.132923
1000000,20,18,9.11858
100,20,18,0.00041
1000,20,18,0.003415
2000,20,18,0.007651
5000,20,18,0.007562
10000,20,18,0.047318
20000,20,18,0.04978
50000,20,18,0.30382
100000,20,18,0.670185
200000,20,18,1.514451
500000,20,18,4.223614
1000000,20,18,8.982044
100,20,18,0.000355
1000,20,18,0.003503
2000,20,18,0.007546
5000,20,18,0.00743
10000,20,18,0.048014
20000,20,18,0.048854
50000,20,18,0.301669
100000,20,18,0.671093
200000,20,18,1.43867
500000,20,18,3.704355
1000000,20,18,8.470136
100,20,18,0.000351
1000,20,18,0.003503
2000,20,18,0.007679
5000,20,18,0.00734
10000,20,18,0.049132
20000,20,18,0.048243
50000,20,18,0.323598
100000,20,18,0.641863
200000,20,18,1.344547
500000,20,18,3.748351
1000000,20,18,8.039849
100,20,75,0.000338
1000,20,75,0.003193
2000,20,75,0.006474
5000,20,75,0.006999
10000,20,75,0.040878
20000,20,75,0.039634
50000,20,75,0.238562
100000,20,75,0.503451
200000,20,75,1.06085
500000,20,75,2.852559
1000000,20,75,6.23893
100,20,75,0.000343
1000,20,75,0.003284
2000,20,75,0.007301
5000,20,75,0.007305
10000,20,75,0.040923
20000,20,75,0.043359
50000,20,75,0.246267
100000,20,75,0.522892
200000,20,75,1.113129
500000,20,75,3.060535
1000000,20,75,6.887095
100,20,75,0.000369
1000,20,75,0.003734
2000,20,75,0.007644
5000,20,75,0.007007
10000,20,75,0.045852
20000,20,75,0.042682
50000,20,75,0.272293
100000,20,75,0.573135
200000,20,75,1.220283
500000,20,75,3.430882
1000000,20,75,7.734573
100,20,75,0.000375
1000,20,75,0.003807
2000,20,75,0.007587
5000,20,75,0.007364
10000,20,75,0.0452
20000,20,75,0.046079
50000,20,75,0.267748
100000,20,75,0.608431
200000,20,75,1.292828
500000,20,75,3.548565
1000000,20,75,7.956558
100,20,75,0.000376
1000,20,75,0.003596
2000,20,75,0.007953
5000,20,75,0.007955
10000,20,75,0.047956
20000,20,75,0.046576
50000,20,75,0.285513
100000,20,75,0.678349
200000,20,75,1.398187
500000,20,75,3.86306
1000000,20,75,9.594577
100,20,75,0.000766
1000,20,75,0.007702
2000,20,75,0.012997
5000,20,75,0.011849
10000,20,75,0.0736
20000,20,75,0.073976
50000,20,75,0.426074
100000,20,75,0.869804
200000,20,75,1.875146
500000,20,75,4.387407
1000000,20,75,9.382018
100,20,75,0.000375
1000,20,75,0.003958
2000,20,75,0.008186
5000,20,75,0.008236
10000,20,75,0.051783
20000,20,75,0.050627
50000,20,75,0.317846
100000,20,75,0.751853
200000,20,75,1.615512
500000,20,75,4.6272
1000000,20,75,8.877782
100,20,75,0.000421
1000,20,75,0.003636
2000,20,75,0.007922
5000,20,75,0.007766
10000,20,75,0.049491
20000,20,75,0.049722
50000,20,75,0.320452
100000,20,75,0.706825
200000,20,75,1.52484
500000,20,75,5.091027
1000000,20,75,12.184884
100,20,75,0.000454
1000,20,75,0.006135
2000,20,75,0.013682
5000,20,75,0.010204
10000,20,75,0.073005
20000,20,75,0.060279
50000,20,75,0.395232
100000,20,75,0.945947
200000,20,75,2.074737
500000,20,75,4.373389
1000000,20,75,10.134258
100,20,75,0.000362
1000,20,75,0.003728
2000,20,75,0.009027
5000,20,75,0.008364
10000,20,75,0.055328
20000,20,75,0.056085
50000,20,75,0.35651
100000,20,75,0.809988
200000,20,75,2.049871
500000,20,75,4.600286
1000000,20,75,9.484893
100,20,130,0.000309
1000,20,130,0.003196
2000,20,130,0.006984
5000,20,130,0.006828
10000,20,130,0.041252
20000,20,130,0.040842
50000,20,130,0.245107
100000,20,130,0.516543
200000,20,130,1.079253
500000,20,130,3.03515
1000000,20,130,6.437639
100,20,130,0.000332
1000,20,130,0.00321
2000,20,130,0.007317
5000,20,130,0.006973
10000,20,130,0.040645
20000,20,130,0.042159
50000,20,130,0.242754
100000,20,130,0.521249
200000,20,130,1.126037
500000,20,130,3.373618
1000000,20,130,7.928703
100,20,130,0.000369
1000,20,130,0.003387
2000,20,130,0.0072
5000,20,130,0.007217
10000,20,130,0.059152
20000,20,130,0.060676
50000,20,130,0.283432
100000,20,130,0.594194
200000,20,130,1.220474
500000,20,130,3.868466
1000000,20,130,8.283372
100,20,130,0.000351
1000,20,130,0.003509
2000,20,130,0.008099
5000,20,130,0.007722
10000,20,130,0.046628
20000,20,130,0.046953
50000,20,130,0.274987
100000,20,130,0.604006
200000,20,130,1.373565
500000,20,130,4.028678
1000000,20,130,8.462889
100,20,130,0.000628
1000,20,130,0.005928
2000,20,130,0.011436
5000,20,130,0.013633
10000,20,130,0.073198
20000,20,130,0.072844
50000,20,130,0.380461
100000,20,130,0.8898
200000,20,130,1.383321
500000,20,130,3.913715
1000000,20,130,8.408373
100,20,130,0.000627
1000,20,130,0.006057
2000,20,130,0.007942
5000,20,130,0.007891
10000,20,130,0.047839
20000,20,130,0.047568
50000,20,130,0.299108
100000,20,130,0.644098
200000,20,130,1.393341
500000,20,130,3.961971
1000000,20,130,8.277952
100,20,130,0.000372
1000,20,130,0.003609
2000,20,130,0.008233
5000,20,130,0.00749
10000,20,130,0.047224
20000,20,130,0.04778
50000,20,130,0.293079
100000,20,130,0.673445
200000,20,130,1.407911
500000,20,130,3.730942
1000000,20,130,8.244633
100,20,130,0.000342
1000,20,130,0.003648
2000,20,130,0.007506
5000,20,130,0.008165
10000,20,130,0.049053
20000,20,130,0.045302
50000,20,130,0.282556
100000,20,130,0.632654
200000,20,130,1.379068
500000,20,130,3.855786
1000000,20,130,8.235548
100,20,130,0.000409
1000,20,130,0.003837
2000,20,130,0.00869
5000,20,130,0.008955
10000,20,130,0.053517
20000,20,130,0.054041
50000,20,130,0.330409
100000,20,130,0.617082
200000,20,130,1.355454
500000,20,130,3.772723
1000000,20,130,8.303181
100,20,130,0.000358
1000,20,130,0.003431
2000,20,130,0.007579
5000,20,130,0.007571
10000,20,130,0.05205
20000,20,130,0.048233
50000,20,130,0.291492
100000,20,130,0.64302
200000,20,130,1.385786
500000,20,130,3.92379
1000000,20,130,8.40337
100,20,50,0.000286
1000,20,50,0.003134
2000,20,50,0.006859
5000,20,50,0.006728
10000,20,50,0.038656
20000,20,50,0.040299
50000,20,50,0.228358
100000,20,50,0.505552
200000,20,50,1.200203
500000,20,50,3.356461
1000000,20,50,6.331522
100,20,50,0.000337
1000,20,50,0.003526
2000,20,50,0.006967
5000,20,50,0.007083
10000,20,50,0.042995
20000,20,50,0.044516
50000,20,50,0.237562
100000,20,50,0.508252
200000,20,50,1.108491
